objectid,filename,title,creator,donor,date,archival date,description,subject,location,latitude,longitude,source,identifier,type,format original,format,finding aid,digital collection,contributing institution,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
stockcerts0919,9-045.jpg,Sunshine Mining Company [3],,"Bennet, Earl H.",1999-08-27,1999-08-27,Dellwyn D. Hoffman & Joyce G. Hoffman were the owners of twelve shares.,mining; stock certificates; shares,Delaware,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-045,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-045.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-045_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-045_th.jpg
stockcerts0920,9-046.jpg,"Keystone Gold Mines, Inc.",,"Bennet, Earl H.",1929-07-12,1929-07-12,Wm. A. Nicholls was the owner of one thousand shares.,mining; stock certificates; shares; gold (metal),Idaho,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-046,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-046.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-046_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-046_th.jpg
stockcerts0923,9-049.jpg,Silver Dollar Mining Co. [4],,"Bennet, Earl H.",1937-04-06,1937-04-06,Felix Carra was the owner of fifty shares.,mining; stock certificates; shares,"Wallace, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-049,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-049.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-049_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-049_th.jpg
stockcerts0924,9-050.jpg,Noranda Mines Ltd.,,"Bennet, Earl H.",1930-10-22,1930-10-22,Philip B. Rendell was the owner of twenty shares. Cancelled.,mining; stock certificates; shares,"Montreal, Canada",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-050,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-050.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-050_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-050_th.jpg
stockcerts0925,9-051.jpg,DeLamar Mining Co. Ltd. [3],,"Bennet, Earl H.",1901-11-05,1901-11-05,Stanley George Abrahams was the owner of one share.,mining; stock certificates; shares,"London, England",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-051,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-051.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-051_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-051_th.jpg
stockcerts0926,9-052.jpg,Hypotheek Mining and Milling Co. [2],,"Bennet, Earl H.",,,This certificate certifies that the holder possesses one hundred dollars in gold bonds.,mining; stock certificates; shares; milling (metalworking),,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-052,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-052.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-052_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-052_th.jpg
stockcerts0927,9-054.jpg,"Thunder Mountain Gold, Inc.",,"Bennet, Earl H.",1983-10-24,1983-10-24,Earl H. Bennett was the owner of three hundred shares.,mining; stock certificates; shares; gold (metal),"Spokane, Washington",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-054,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-054.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-054_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-054_th.jpg
stockcerts0929,9-056.jpg,Lehigh Coal and Navigation Company [3],,"Bennet, Earl H.",1928-08-10,1928-08-10,Otis & Co. was the owner of one hundred shares. Cancelled.,coal; navigation; stock certificates; shares,"Philadelphia, Pennsylvania",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-056,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-056.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-056_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-056_th.jpg
stockcerts0931,9-058.jpg,Minnie Moore Mine Develop. Co.,,"Bennet, Earl H.",1937-08-05,1937-08-05,Leslie B. Twombix was the owner of one hundred shares.,mining; stock certificates; shares,"Wallace, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-058,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-058.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-058_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-058_th.jpg
stockcerts0932,9-059.jpg,American Airlines,,"Bennet, Earl H.",1980-10-21,1980-10-21,Cede & Co. was the owner of two thousand shares.,airlines; airplanes; stock certificates; shares,,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-059,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-059.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-059_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-059_th.jpg
stockcerts0933,9-060.jpg,Gooding Cooperative Creamery,,"Bennet, Earl H.",1928-12-15,1928-12-15,C. S. Vandehei was the owner of one share.,creamery; stock certificates; shares,Idaho,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-060,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-060.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-060_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-060_th.jpg
