objectid,filename,title,creator,description,archival_date,date,date is approximate?,subject,location,latitude,longitude,source,finding_aid,file,format original,format,type,rights,rightsstatement,language,digital collection,contributing institution,display_template,object_location,image_small,image_thumb
flora103,pg129-104.jpg,Paeonia brownii,Thomas R. Ashlee,"Common name: Western Peony. Cuttings of this plant are in a glass vase with water. The photo's envelope reads: 'May 14, 1934. Paeonia brownii, Dougl. A16, T1/5, 2 PM. F.S. Originally from Blue Mts.'",1934-05-14,1934-05-14,,plants; botany; Idaho; flora; native plants,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-104,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-104.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-104_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-104_th.jpg
flora104,pg129-105.jpg,Berberis repens,Thomas R. Ashlee,"Common name: Creeping Barberry. The photo's envelope reads: 'July 13/1934. Elk R Falls. Berberis repens, Lindl (in fruit). A32, T1/5, F.S. 11:45 AM.'",1934-07-13,1934-07-13,,plants; botany; Idaho; flora; native plants,"Elk River Falls, Idaho",46.73670239,-116.1726771,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-105,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-105.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-105_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-105_th.jpg
flora105,pg129-106.jpg,Erythronium grandiflorum [3],Thomas R. Ashlee,"Common name: Yellow Avalanche Lily. The photo's envelope reads: 'Kamiak Butte, Wash. April 7 - 1934. Erythronium grandiflorum, Pursh. (H fed). 2:55 PM. T1/25, A16, F.S. #2.5"".'",1934-04-07,1934-04-07,,plants; botany; Idaho; flora; native plants,"Kamiak Butte, Washington",46.86404647,-117.1615512,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-106,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-106.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-106_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-106_th.jpg
flora106,pg129-107.jpg,Aster conspicuus,Thomas R. Ashlee,"Common name: Western Showy Aster. The photo's envelope reads: 'June 17/1934. Paradise Ridge. Aster conspicuus. A16, T1/25, F.S. 3 PM.'",1934-06-17,1934-06-17,,plants; botany; Idaho; flora; native plants,"Paradise Ridge, Moscow, Idaho",46.68746501,-116.9725929,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-107,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-107.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-107_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-107_th.jpg
flora107,pg129-108.jpg,Synthyris reniformis,Thomas R. Ashlee,"Common name: Snow Queen. The photo's envelope reads: 'Garden [of] Dr. Laney. March 17 - 34. Originally from MT Idaho. Synthyris reniformis, (Dougl) Benth. A32, T1/2"", F.S. 2:45 PM.'",1934-03-17,1934-03-17,,plants; botany; Idaho; flora; native plants,"Moscow, Idaho",46.73218964,-117.0004539,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-108,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-108.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-108_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-108_th.jpg
flora108,pg129-109.jpg,Phlox longifolia,Thomas R. Ashlee,"Common name: Longleaf Phlox. The photo's envelope reads: 'Lewiston Hill, Idaho. March 23 - 34. Phlox longifolia, Nutt. A16, T1/25, F.S. 1:30 PM. #2.10"".'",1934-03-23,1934-03-23,,plants; botany; Idaho; flora; native plants,"Lewiston Hill, Lewiston, Idaho",46.40060311,-117.0005267,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-109,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-109.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-109_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-109_th.jpg
flora109,pg129-110.jpg,Iris missouriensis,Thomas R. Ashlee,"Common name: Rocky Mountain Iris. The photo's envelope reads: 'E Moscow - May 12 - 34. Iris missouriensis, Nutt. A16, T1/25, 4 PM. F.S.'",1934-05-12,1934-05-12,,plants; botany; Idaho; flora; native plants,"Moscow, Idaho",46.73218964,-117.0004539,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-110,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-110.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-110_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-110_th.jpg
flora110,pg129-111.jpg,Boykinia occidentalis,Thomas R. Ashlee,"Common name: Coastal Brookfoam. The photo's envelope reads: 'July 14/1934. Elk R Falls. Boykinia occidentalis, T & G. A16, T1/25"" F.S.'",1934-07-14,1934-07-14,,plants; botany; Idaho; flora; native plants,"Elk River Falls, Idaho",46.73670239,-116.1726771,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-111,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-111.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-111_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-111_th.jpg
flora111,pg129-112.jpg,Physocarpus malvaceus,Thomas R. Ashlee,"Common name: Mallow Ninebark. The photo's envelope reads: 'June 23 - 33. Tolmer's Butte. Physocarpus malvaceus, [?]. Sep & pauciflorus, Piper.'",1933-06-23,1933-06-23,,plants; botany; Idaho; flora; native plants,Tomer's Butte,46.707087,-116.922491,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-112,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-112.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-112_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-112_th.jpg
flora112,pg129-113.jpg,Pyrola aphylla,Thomas R. Ashlee,"Common name: Wintergreen. The photo's envelope reads: 'July 21/1934. On hill above junction of Deep Creek & Elk R. Pyrola aphylla, Smith. A16, T1"", noon, Dull.'",1934-07-21,1934-07-21,,plants; botany; Idaho; flora; native plants,"Elk River, Idaho",46.78377738,-116.1789041,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-113,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-113.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-113_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-113_th.jpg
flora113,pg129-114.jpg,Abies lasiocarpa,Thomas R. Ashlee,"Common name: Subalpine Fir. The photo's envelope reads: 'Pend d'Oreille Nat Forest. S.SE of Packsaddle. June 27 - 33. Abies lasiocarpa, (Hook) Nutt. (On mountain top). A16, T1/25, 2 PM. Enlarg. 11x14 (23 1/2) 35"" f11. #3.3-5"".'",1933-06-27,1933-06-27,,plants; botany; Idaho; flora; native plants,"Pend d'Oreille National Forest, Idaho",48.17639811,-116.4171646,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-114,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-114.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-114_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-114_th.jpg
