objectid,identifier,title,description,date,date approximate,photographer/artist,subject,location,latitude,longitude,source,language,filename,type,format,format original,digital collection,contributing institution,rights,rightsstatement,display_template,object_location,image_small,image_thumb
gemphotos0557,PG101-255_03,Harold McIlvaine and Mrs. Nelson at the community flower show [1],Harold McIlvaine examining vases of flowers.,1957,yes,,men; flower vases; competitions (events); portraits,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-255_03.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-255_03.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-255_03_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-255_03_th.jpg
gemphotos0558,PG101-255_04,Harold McIlvaine and Mrs. Nelson at the community flower show [2],Harold McIlvaine and Mrs. Nelson examining floral arrangements.,1957,yes,,men; women; flower vases; competitions (events),,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-255_04.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-255_04.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-255_04_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-255_04_th.jpg
gemphotos0559,PG101-255_05,Harold McIlvaine and Mrs. Nelson at the community flower show [3],Mrs. Nelson examining floral arrangements.,1957,yes,,women; flower vases; competitions (events); portraits,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-255_05.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-255_05.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-255_05_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-255_05_th.jpg
gemphotos0560,PG101-256_04,Retiring Professors Claude W. Ashby and J. Hugo Johnson [1],Retiring Professors Claude W. Ashby and J. Hugo Johnson speaking at commencement.,1957,yes,,men; group portraits; faculty (teachers); commencements; events,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-256_04.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-256_04.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-256_04_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-256_04_th.jpg
gemphotos0561,PG101-256_05,Retiring Professors Claude W. Ashby and J. Hugo Johnson [2],Retiring Professors Claude W. Ashby and J. Hugo Johnson speaking at commencement.,1957,yes,,men; group portraits; faculty (teachers); buildings,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-256_05.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-256_05.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-256_05_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-256_05_th.jpg
gemphotos0562,PG101-256_06,Retiring Professors Claude W. Ashby and J. Hugo Johnson [3],Retiring Professors Claude W. Ashby and J. Hugo Johnson standing in front of the Administration Building.,1957,yes,,men; group portraits; faculty (teachers); commencements; events,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-256_06.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-256_06.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-256_06_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-256_06_th.jpg
gemphotos0563,PG101-257,University of Idaho graduates at commencment,Seniors holding awards at commencement.,1957,yes,,men; women; group portraits; commencements; students; graduates,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-257.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-257.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-257_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-257_th.jpg
gemphotos0564,PG101-258,John James Miller and family at commencement,Graduate John J. Miller posing with his family at commencement.,1957,yes,,awards; men; women; group portraits; commencements; students; graduates,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-258.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-258.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-258_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-258_th.jpg
gemphotos0565,PG101-259,Student receiving award at University of Idaho commencement,Eula Gray receiving an award from Chris Hansen at commencement.,1957,yes,,awards; men; women; group portraits; commencements; students; graduates,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-259.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-259.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-259_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-259_th.jpg
gemphotos0566,PG101-260,College of Education students participating in reading workshop for primary grades. University of Idaho.,Students work on a reading workshop for primary schoolers.,1957,yes,,women; education; students,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-260.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-260.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-260_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-260_th.jpg
gemphotos0567,PG101-261,"Music Department faculty Hall McInTyer Macklin at his organ with colleagues Marian Frykman, instructor, and an unidentified man.",Student John Hughes receives Sigma Delta Chi award at commencement.,1957,yes,,awards; men; commencements; students,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-261.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-261.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-261_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-261_th.jpg
